4.601595853,-74.07423928,1
7.612267659,-71.41587764,2
10.32381997,-67.6295177,3
6.494341204,-65.20574756,4
9.81987184,-63.86053163,5
7.991273809,-59.45661993,6
3.740987931,-62.58475216,7
7.161418111,-63.05970765,8
8.528004105,-67.07158531,9
11.8817666,-63.23280083,10
14.89521159,-67.14818916,11
17.96493656,-69.33651407,12
21.5868036,-69.97610639,13
21.42597657,-70.27897842,14
24.45514876,-72.1555878,15
26.86797443,-69.83757112,16
27.8011404,-68.52859076,17
26.8351011,-66.23723559,18
30.31200499,-69.55174301,19
28.25386295,-71.45514585,20
25.60048672,-68.61860008,21
25.82719069,-73.13347371,22
24.2832988,-75.77212914,23
25.83333208,-77.39631309,24
28.60631824,-78.03546454,25
30.26281999,-73.65603057,26
26.41759995,-75.69112727,27
22.13824609,-77.00639626,28
18.90547208,-75.57659192,29
20.59266065,-75.95855363,30
21.34154636,-71.69251482,31
20.09095647,-75.0179344,32
19.29628912,-71.47097427,33
21.15717865,-68.08412385,34
20.82794551,-67.78730966,35
21.80385347,-63.6062618,36
18.03100298,-62.34260095,37
13.68460321,-64.22827375,38
16.15026509,-66.35769031,39
18.79521226,-67.7785168,40
23.15909331,-66.78446591,41
25.45475034,-68.44343264,42
25.19689947,-67.46445392,43
20.62781618,-65.6842221,44
16.22674197,-62.60018774,45
19.96483673,-58.25950562,46
24.39779589,-55.7679312,47
28.51064105,-59.25189626,48
30.86604223,-62.554164,49
26.49335484,-64.14490826,50
22.83386737,-68.43078531,51
19.08435455,-64.06205157,52
22.67359172,-65.57526568,53
25.52060849,-61.47749776,54
23.47769456,-65.73888531,55
21.01747035,-67.41046084,56
24.40595659,-63.68862818,57
21.79959305,-66.56944357,58
23.37273232,-65.60619146,59
23.90597422,-66.91699807,60
20.22468623,-68.81843403,61
22.03370959,-67.38436472,62
24.30979566,-63.99511496,63
20.23813697,-65.04680381,64
15.70518965,-69.28888106,65
19.66544636,-73.81458996,66
15.67801885,-73.21838574,67
19.99525638,-76.90646413,68
19.33045809,-72.84508048,69
15.49566381,-74.68276825,70
15.0735313,-72.72881393,71
15.34410431,-69.57523982,72
13.98218667,-72.6841232,73
15.10944881,-72.2268156,74
15.08532627,-74.38575241,75
13.86904736,-73.35603504,76
18.45689862,-70.49834322,77
15.65060608,-69.17158472,78
14.96299925,-70.8865496,79
12.67112479,-67.61527382,80
16.63287467,-69.3945169,81
17.90518258,-68.28927202,82
17.4436027,-64.43728533,83
18.17462777,-64.92749219,84
18.73296962,-61.31443962,85
19.04171509,-60.96918594,86
15.59284002,-61.48484438,87
13.66394691,-62.92811096,88
14.11492173,-63.09774986,89
10.94365057,-60.27566978,90
13.38018859,-60.41764015,91
10.18309542,-60.36107056,92
10.21177243,-59.08073868,93
12.77525943,-62.72140373,94
15.73380887,-59.41336672,95
18.39173941,-60.84264163,96
14.15015278,-60.41309903,97
9.851711182,-62.09091299,98
12.0543965,-61.6873574,99
15.46108539,-59.52713088,100
